id_verdict,LABEL_party_who_pays
U.1950.529/3,PROC
U.1950.53,NO_COST
U.1950.533,PROC
U.1950.536,PROC
U.1950.539/2,PROC
U.1950.544,PROC
U.1950.560,DEF
U.1950.574/2,DEF
U.1950.577/2,DEF
U.1950.581,NO_COST
U.1950.586,DEF
U.1950.588/2,DEF
U.1950.60,DEF
U.1950.600/2,DEF
U.1950.624,DEF
U.1950.633,DEF
U.1950.636/2,PROC
U.1950.639,NO_COST
U.1950.643,NO_COST
U.1950.65/2,DEF
U.1950.651,PROC
U.1950.669,PROC
U.1950.679,PROC
U.1950.683/2,PROC
U.1950.686,PROC
U.1950.689,PROC
U.1950.691,PROC
U.1950.695,DEF
U.1950.7,DEF
U.1950.703,DEF
U.1950.705,PROC
U.1950.713/2,PROC
U.1950.717,PROC
U.1950.720,DEF
U.1950.723,PROC
U.1950.727/2,DEF
U.1950.73,PROC
U.1950.733/2,DEF
U.1950.737,PROC
U.1950.741,DEF
U.1950.753,DEF
U.1950.757/3,DEF
U.1950.770,NO_COST
U.1950.783,PROC
U.1950.788S,NO_COST
U.1950.789S,NO_COST
U.1950.794S,DEF
U.1950.796,DEF
U.1950.799,DEF
U.1950.803,DEF
U.1950.813,NO_COST
U.1950.818/2,DEF
U.1950.821,PROC
U.1950.823,DEF
U.1950.827/2,PROC
U.1950.832,PROC
U.1950.836/2,PROC
U.1950.839,DEF
U.1950.842,PROC
U.1950.847/2,PROC
U.1950.854,DEF
U.1950.864,DEF
U.1950.867/2,DEF
U.1950.870,DEF
U.1950.877/2,DEF
U.1950.87S,NO_COST
U.1950.887/2,PROC
U.1950.892,DEF
U.1950.895,PROC
U.1950.897,DEF
U.1950.9,NO_COST
U.1950.903,DEF
U.1950.905/3,DEF
U.1950.910,DEF
U.1950.914/2,DEF
U.1950.927S,PROC
U.1950.938S,NO_COST
U.1950.944,PROC
U.1950.956/2,PROC
U.1950.961,DEF
U.1950.97/2S,NO_COST
U.1950.991,PROC
U.1951.1,DEF
U.1951.1003,PROC
U.1951.1011/2,PROC
U.1951.1014,DEF
U.1951.102,PROC
U.1951.1035,PROC
U.1951.1052/2,PROC
U.1951.1066,PROC
U.1951.1069/3,DEF
U.1951.1073,PROC
U.1951.1077,NO_COST
U.1951.1083,DEF
U.1951.1099,DEF
U.1951.1103,PROC
U.1951.1108,DEF
U.1951.1115S,NO_COST
U.1951.1118S,DEF
U.1951.1122S,NO_COST
U.1951.1127S,NO_COST
U.1951.117,DEF
U.1951.12,DEF
U.1951.120,DEF
U.1951.126,PROC
U.1951.13,PROC
U.1951.136,DEF
U.1951.143,NO_COST
U.1951.147,PROC
U.1951.151/2,PROC
U.1951.154/3S,NO_COST
U.1951.158S,NO_COST
U.1951.16,PROC
U.1951.164S,NO_COST
U.1951.166/2S,NO_COST
U.1951.17,DEF
U.1951.171,DEF
U.1951.177,PROC
U.1951.181,DEF
U.1951.192/2,DEF
U.1951.197,PROC
U.1951.200,DEF
U.1951.204,PROC
U.1951.213,DEF
U.1951.216,PROC
U.1951.218,DEF
U.1951.221,PROC
U.1951.223,PROC
U.1951.228,NO_COST
U.1951.231/3,DEF
U.1951.237/2,NO_COST
U.1951.242/3,PROC
U.1951.248,DEF
U.1951.253,NO_COST
U.1951.258,DEF
U.1951.263,DEF
U.1951.264/2,DEF
U.1951.269,PROC
U.1951.274,PROC
U.1951.279,DEF
U.1951.284,DEF
U.1951.287,PROC
U.1951.290,DEF
U.1951.299,PROC
U.1951.3,DEF
U.1951.303,PROC
U.1951.315,PROC
U.1951.317,NO_COST
U.1951.323,PROC
U.1951.328,DEF
U.1951.331/2,DEF
U.1951.333,PROC
U.1951.337/2,DEF
U.1951.342,PROC
U.1951.354,DEF
U.1951.357/2,DEF
U.1951.36,PROC
U.1951.363,DEF
U.1951.367,DEF
U.1951.372/2,PROC
U.1951.374,DEF
U.1951.378/2,DEF
U.1951.382,DEF
U.1951.386,NO_COST
U.1951.390,DEF
U.1951.392,DEF
U.1951.395,PROC
U.1951.404,PROC
U.1951.415/1S,NO_COST
U.1951.417/2S,DEF
U.1951.419S,DEF
U.1951.421S,NO_COST
U.1951.423S,NO_COST
U.1951.425S,PROC
U.1951.429S,DEF
U.1951.432S,DEF
U.1951.454,PROC
U.1951.458/3,DEF
U.1951.470/1,PROC
U.1951.476/2,PROC
U.1951.486,PROC
U.1951.494,DEF
U.1951.497,PROC
U.1951.504,DEF
U.1951.508,PROC
U.1951.511,PROC
U.1951.517/3,PROC
U.1951.52/2,DEF
U.1951.523,PROC
U.1951.527,PROC
U.1951.53,PROC
U.1951.530/2,DEF
U.1951.549,DEF
U.1951.553,PROC
U.1951.557/2,DEF
U.1951.56,DEF
U.1951.560,PROC
U.1951.566,NO_COST
U.1951.569,DEF
U.1951.573,DEF
U.1951.581,PROC
U.1951.583,PROC
U.1951.587,DEF
U.1951.591,PROC
U.1951.594,PROC
U.1951.597,NO_COST
U.1951.599/2,PROC
U.1951.60,PROC
U.1951.602,DEF
U.1951.607,DEF
U.1951.612,DEF
U.1951.617,PROC
U.1951.621,PROC
U.1951.626,PROC
U.1951.630,PROC
U.1951.637,DEF
U.1951.641,DEF
U.1951.643,PROC
U.1951.645,PROC
U.1951.647/2,DEF
U.1951.65,PROC
U.1951.650,PROC
U.1951.653/2,DEF
U.1951.655,PROC
U.1951.659,PROC
U.1951.680,DEF
U.1951.695,DEF
U.1951.699/2,PROC
U.1951.702,PROC
U.1951.708/2,DEF
U.1951.713/2,PROC
U.1951.72,DEF
U.1951.722/2,PROC
U.1951.725/3,DEF
U.1951.730/2,DEF
U.1951.738/2,PROC
U.1951.742,NO_COST
U.1951.749,PROC
U.1951.753/2,DEF
U.1951.759/2,DEF
U.1951.77/2,PROC
U.1951.770,NO_COST
U.1951.774/2,NO_COST
U.1951.778,PROC
U.1951.782,PROC
U.1951.788,PROC
U.1951.795,NO_COST
U.1951.800,DEF
U.1951.803,DEF
U.1951.807,NO_COST
U.1951.822,PROC
U.1951.827,PROC
U.1951.831/2,DEF
U.1951.835/2,PROC
U.1951.838,DEF
U.1951.842,DEF
U.1951.848,DEF
U.1951.849,NO_COST
U.1951.853,NO_COST
U.1951.858,PROC
U.1951.863,PROC
U.1951.865,PROC
U.1951.870/2S,DEF
U.1951.873S,DEF
U.1951.881S,DEF
U.1951.884/2S,DEF
U.1951.888,DEF
U.1951.898,DEF
U.1951.934,NO_COST
U.1951.936,PROC
U.1951.94,DEF
U.1951.972,PROC
U.1951.976,PROC
U.1951.98,DEF
U.1951.980,DEF
U.1951.983,PROC
U.1951.986,PROC
U.1951.995/2,DEF
U.1952.1,PROC
U.1952.1011,DEF
U.1952.1014,DEF
U.1952.1014/2,PROC
U.1952.1018,DEF
U.1952.1023,DEF
U.1952.1033,PROC
U.1952.1042,NO_COST
U.1952.1047,PROC
U.1952.1056,DEF
U.1952.1059,PROC
U.1952.1065,NO_COST
U.1952.1068/2,PROC
U.1952.107,PROC
U.1952.1074,DEF
U.1952.1078/2,DEF
U.1952.1080,PROC
U.1952.1093,PROC
U.1952.1097,PROC
U.1952.1101/2,PROC
U.1952.1114/2,PROC
U.1952.1116,DEF
U.1952.1118S,DEF
U.1952.1122S,DEF
U.1952.1125/2S,DEF
U.1952.1130S,DEF
U.1952.1133S,DEF
U.1952.1134/2S,DEF
U.1952.117,PROC
U.1952.122,PROC
U.1952.126,PROC
U.1952.138/3,PROC
U.1952.14,DEF
U.1952.148,PROC
U.1952.154/2,DEF
U.1952.156S,NO_COST
U.1952.161,DEF
U.1952.166,DEF
U.1952.168/2,NO_COST
U.1952.170,PROC
U.1952.172,PROC
U.1952.177/2,DEF
U.1952.18,DEF
U.1952.183,PROC
U.1952.185/2,DEF
U.1952.189/3,PROC
U.1952.199,PROC
U.1952.213/3,DEF
U.1952.217/2,DEF
U.1952.22,DEF
U.1952.220,PROC
U.1952.223,DEF
U.1952.226/2,NO_COST
U.1952.230,PROC
U.1952.245,NO_COST
U.1952.269,PROC
U.1952.274,PROC
U.1952.278,DEF
U.1952.294/2,DEF
U.1952.298,PROC
U.1952.30,PROC
U.1952.302/2,NO_COST
U.1952.312/2,PROC
U.1952.330/2,PROC
U.1952.340/2,DEF
U.1952.346,DEF
U.1952.352,DEF
U.1952.364,PROC
U.1952.369/3,PROC
U.1952.37/2,PROC
U.1952.374,DEF
U.1952.381,PROC
U.1952.393,PROC
U.1952.395,NO_COST
U.1952.398,DEF
U.1952.406,DEF
U.1952.408,PROC
U.1952.411,PROC
U.1952.413,DEF
U.1952.428,NO_COST
U.1952.433,PROC
U.1952.44,PROC
U.1952.443,DEF
U.1952.460S,PROC
U.1952.463S,NO_COST
U.1952.467S,DEF
U.1952.47,PROC
U.1952.472S,PROC
U.1952.474S,PROC
U.1952.481,NO_COST
U.1952.483,PROC
U.1952.499,PROC
U.1952.505,DEF
U.1952.516,PROC
U.1952.520,PROC
U.1952.528/2,PROC
U.1952.53,DEF
U.1952.531/2,PROC
U.1952.533,DEF
U.1952.534,DEF
U.1952.535/3,DEF
U.1952.538,NO_COST
U.1952.541,PROC
U.1952.547,PROC
U.1952.550,NO_COST
U.1952.552,PROC
U.1952.562,DEF
U.1952.575/2,PROC
U.1952.587,DEF
U.1952.59,DEF
U.1952.590,DEF
U.1952.597,PROC
U.1952.600,NO_COST
U.1952.601,PROC
U.1952.605,DEF
U.1952.606,DEF
U.1952.611,PROC
U.1952.613,DEF
U.1952.620,NO_COST
U.1952.625,PROC
U.1952.63,PROC
U.1952.633,PROC
U.1952.645,NO_COST
U.1952.646,DEF
U.1952.662,PROC
U.1952.667,DEF
U.1952.669,PROC
U.1952.677,PROC
U.1952.69,DEF
U.1952.7,DEF
U.1952.701,DEF
U.1952.711/3,NO_COST
U.1952.716,DEF
U.1952.72,DEF
U.1952.721,NO_COST
U.1952.724,DEF
U.1952.726,DEF
U.1952.729/3,DEF
U.1952.73,DEF
U.1952.735/2,PROC
U.1952.747,PROC
U.1952.750,DEF
U.1952.76/2,PROC
U.1952.760/2,NO_COST
U.1952.767,PROC
U.1952.772,PROC
U.1952.779,NO_COST
U.1952.781,PROC
U.1952.789/2,NO_COST
U.1952.797,NO_COST
U.1952.802,DEF
U.1952.807,PROC
U.1952.81,PROC
U.1952.812,DEF
U.1952.823,DEF
U.1952.830,DEF
U.1952.832/1,NO_COST
U.1952.836,NO_COST
U.1952.839,DEF
U.1952.843,PROC
U.1952.845,DEF
U.1952.850,PROC
U.1952.854,PROC
U.1952.856,PROC
U.1952.865,PROC
U.1952.870,DEF
U.1952.875,PROC
U.1952.88/2,NO_COST
U.1952.881,PROC
U.1952.884/2,PROC
U.1952.886,PROC
U.1952.893,DEF
U.1952.894,PROC
U.1952.896/1,DEF
U.1952.896/2,DEF
U.1952.898,DEF
U.1952.907,DEF
U.1952.918,PROC
U.1952.924,PROC
U.1952.942,DEF
U.1952.961,PROC
U.1952.969,PROC
U.1952.978,DEF
U.1952.981,NO_COST
U.1952.986,PROC
U.1952.99,DEF
U.1952.990,DEF
U.1952.994,NO_COST
U.1952.995,DEF
U.1953.1/2,PROC
U.1953.1003,DEF
U.1953.1007,DEF
U.1953.1016,NO_COST
U.1953.102,NO_COST
U.1953.1020,DEF
U.1953.1022/2,PROC
U.1953.1028/2,DEF
U.1953.1037,PROC
U.1953.1042/2,PROC
U.1953.1057,NO_COST
U.1953.1060,PROC
U.1953.1064,PROC
U.1953.1075,PROC
U.1953.1078,PROC
U.1953.108,NO_COST
U.1953.1083,DEF
U.1953.1088,DEF
U.1953.1092,NO_COST
U.1953.1094,PROC
U.1953.1096,PROC
U.1953.1099,DEF
U.1953.1101,NO_COST
U.1953.1105,PROC
U.1953.1108,DEF
U.1953.1112,PROC
U.1953.1115,DEF
U.1953.1118,NO_COST
U.1953.1124/2,PROC
U.1953.1136,PROC
U.1953.114/2,NO_COST
U.1953.1140,PROC
U.1953.1146,DEF
U.1953.1149,DEF
U.1953.115,PROC
U.1953.1151/2,DEF
U.1953.1154/2S,PROC
U.1953.1159S,DEF
U.1953.1161S,DEF
U.1953.118/3,DEF
U.1953.12/2,DEF
U.1953.123,PROC
U.1953.144/2,NO_COST
U.1953.146,DEF
U.1953.154/2,NO_COST
U.1953.158,PROC
U.1953.165,PROC
U.1953.173,PROC
U.1953.180,DEF
U.1953.190,NO_COST
U.1953.198,PROC
U.1953.201/2,PROC
U.1953.207,PROC
U.1953.208,PROC
U.1953.210/2,DEF
U.1953.212,PROC
U.1953.22,NO_COST
U.1953.222,NO_COST
U.1953.227,NO_COST
U.1953.236,PROC
U.1953.242,PROC
U.1953.245/2,NO_COST
U.1953.250,DEF
U.1953.264,PROC
U.1953.268,PROC
U.1953.270,PROC
U.1953.274/2,NO_COST
U.1953.28,PROC
U.1953.280,PROC
U.1953.283,PROC
U.1953.294/2,DEF
U.1953.299,PROC
U.1953.303,PROC
U.1953.306,DEF
U.1953.312,NO_COST
U.1953.314/2,DEF
U.1953.32,DEF
U.1953.322S,DEF
U.1953.324/2S,DEF
U.1953.335,PROC
U.1953.338,NO_COST
U.1953.339,DEF
U.1953.343,PROC
U.1953.350,PROC
U.1953.355,NO_COST
U.1953.357,PROC
U.1953.360,PROC
U.1953.363,PROC
U.1953.366/2,PROC
U.1953.368/2,DEF
U.1953.374,PROC
U.1953.382,PROC
U.1953.398/3,PROC
U.1953.40,PROC
U.1953.404/1,NO_COST
U.1953.406,PROC
U.1953.418,PROC
U.1953.421,PROC
U.1953.428,DEF
U.1953.429,DEF
U.1953.43,PROC
U.1953.431/2,NO_COST
U.1953.45,DEF
U.1953.450,PROC
U.1953.455,PROC
U.1953.468,PROC
U.1953.473,PROC
U.1953.479,PROC
U.1953.48,PROC
U.1953.484,NO_COST
U.1953.488,NO_COST
U.1953.491,NO_COST
U.1953.497,PROC
U.1953.503,PROC
U.1953.508,NO_COST
U.1953.519,PROC
U.1953.523/2,PROC
U.1953.532/2,PROC
U.1953.539/2,NO_COST
U.1953.550,PROC
U.1953.553,PROC
U.1953.558,PROC
U.1953.561,DEF
U.1953.567,NO_COST
U.1953.572,DEF
U.1953.576,DEF
U.1953.579,NO_COST
U.1953.592,DEF
U.1953.595,PROC
U.1953.598,NO_COST
U.1953.604,PROC
U.1953.606,DEF
U.1953.614,PROC
U.1953.618/2,PROC
U.1953.621,PROC
U.1953.626,PROC
U.1953.65,PROC
U.1953.658/1S,DEF
U.1953.658/2S,DEF
U.1953.664S,DEF
U.1953.674,PROC
U.1953.679,PROC
U.1953.687/2,DEF
U.1953.69,DEF
U.1953.691,PROC
U.1953.698,DEF
U.1953.716,NO_COST
U.1953.72,PROC
U.1953.723,PROC
U.1953.731,NO_COST
U.1953.742/3,DEF
U.1953.748,DEF
U.1953.75,DEF
U.1953.751,PROC
U.1953.757,PROC
U.1953.767,PROC
U.1953.781,NO_COST
U.1953.786,NO_COST
U.1953.79/2,PROC
U.1953.820,PROC
U.1953.832/2,DEF
U.1953.835,DEF
U.1953.839,PROC
U.1953.841,NO_COST
U.1953.845,PROC
U.1953.851,NO_COST
U.1953.856/2,PROC
U.1953.859,NO_COST
U.1953.864,DEF
U.1953.87/2,PROC
U.1953.873,PROC
U.1953.875,DEF
U.1953.886,PROC
U.1953.887,PROC
U.1953.890/2,PROC
U.1953.893,PROC
U.1953.901,NO_COST
U.1953.905,PROC
U.1953.910,PROC
U.1953.912,PROC
U.1953.915,PROC
U.1953.92,PROC
U.1953.925,NO_COST
U.1953.94,PROC
U.1953.942,DEF
U.1953.953,NO_COST
U.1953.955,NO_COST
U.1953.960,DEF
U.1953.973/2S,DEF
U.1953.977S,DEF
U.1953.98,DEF
U.1953.980/1S,DEF
U.1953.991/2,DEF
U.1953.997,PROC
U.1953.999,PROC
U.1954.1001,DEF
U.1954.1006,PROC
U.1954.1013,NO_COST
U.1954.1024,DEF
U.1954.1027,PROC
U.1954.1030,DEF
U.1954.1035,PROC
U.1954.1037/2,PROC
U.1954.1040,NO_COST
U.1954.1044S,DEF
U.1954.1052S,DEF
U.1954.1055S,NO_COST
U.1954.12,DEF
U.1954.124,PROC
U.1954.135,DEF
U.1954.149,DEF
U.1954.152,DEF
U.1954.156,DEF
U.1954.158,DEF
U.1954.16,NO_COST
U.1954.161,NO_COST
U.1954.166,PROC
U.1954.170,NO_COST
U.1954.174,NO_COST
U.1954.194,PROC
U.1954.199,NO_COST
U.1954.206,DEF
U.1954.221/2,DEF
U.1954.231,PROC
U.1954.232/2,DEF
U.1954.237,DEF
U.1954.246,DEF
U.1954.250,PROC
U.1954.253/2,DEF
U.1954.260,PROC
U.1954.263,PROC
U.1954.267,PROC
U.1954.27,PROC
U.1954.270,PROC
U.1954.276/2,NO_COST
U.1954.281,DEF
U.1954.285,DEF
U.1954.29/2,DEF
U.1954.290,PROC
U.1954.294,PROC
U.1954.305,DEF
U.1954.313,NO_COST
U.1954.317/2,NO_COST
U.1954.32,NO_COST
U.1954.320,PROC
U.1954.331,NO_COST
U.1954.340,PROC
U.1954.344,PROC
U.1954.346,DEF
U.1954.349,NO_COST
U.1954.359,DEF
U.1954.363/2,PROC
U.1954.365,NO_COST
U.1954.367,PROC
U.1954.370,NO_COST
U.1954.378,NO_COST
U.1954.38,DEF
U.1954.386S,DEF
U.1954.389S,NO_COST
U.1954.394/2S,NO_COST
U.1954.397S,DEF
U.1954.401,DEF
U.1954.405,DEF
U.1954.409,NO_COST
U.1954.412,DEF
U.1954.415,PROC
U.1954.417,PROC
U.1954.422,DEF
U.1954.426,DEF
U.1954.43,DEF
U.1954.438,PROC
U.1954.441,PROC
U.1954.448,DEF
U.1954.452,PROC
U.1954.456,PROC
U.1954.46/2,PROC
U.1954.462,DEF
U.1954.474,PROC
U.1954.475,PROC
U.1954.480,PROC
U.1954.486,DEF
U.1954.489,NO_COST
U.1954.493,DEF
U.1954.50/3,PROC
U.1954.505,DEF
U.1954.507/2,DEF
U.1954.511,PROC
U.1954.514,DEF
U.1954.524,PROC
U.1954.529/1,PROC
U.1954.53,PROC
U.1954.532,DEF
U.1954.537,DEF
U.1954.540,PROC
U.1954.567,DEF
U.1954.57/1,PROC
U.1954.571/2,DEF
U.1954.574/2,PROC
U.1954.58,PROC
U.1954.583,PROC
U.1954.585,PROC
U.1954.586,DEF
U.1954.604S,NO_COST
U.1954.605S,DEF
U.1954.606S,NO_COST
U.1954.607S,NO_COST
U.1954.609S,NO_COST
U.1954.61,DEF
U.1954.613S,DEF
U.1954.648,PROC
U.1954.652/3,PROC
U.1954.657,PROC
U.1954.66,NO_COST
U.1954.673,DEF
U.1954.678,DEF
U.1954.686,PROC
U.1954.689,PROC
U.1954.693,NO_COST
U.1954.70,NO_COST
U.1954.706,PROC
U.1954.719,PROC
U.1954.723,DEF
U.1954.726,PROC
U.1954.729/3,PROC
U.1954.737,PROC
U.1954.744,DEF
U.1954.746/2,DEF
U.1954.748,PROC
U.1954.758,PROC
U.1954.764/3,NO_COST
U.1954.767,DEF
U.1954.784,DEF
U.1954.787,DEF
U.1954.788,NO_COST
U.1954.79,PROC
U.1954.790,DEF
U.1954.795,NO_COST
U.1954.797,PROC
U.1954.8,PROC
U.1954.801,DEF
U.1954.805,DEF
U.1954.807,DEF
U.1954.814/2,PROC
U.1954.818/2,DEF
U.1954.827,DEF
U.1954.842,PROC
U.1954.849,PROC
U.1954.852,PROC
U.1954.859,PROC
U.1954.863,NO_COST
U.1954.868/2,PROC
U.1954.876,PROC
U.1954.878,PROC
U.1954.882,DEF
U.1954.887,PROC
U.1954.893,DEF
U.1954.902/2,DEF
U.1954.905,DEF
U.1954.91,PROC
U.1954.924S,PROC
U.1954.926,PROC
U.1954.932,PROC
U.1954.938,DEF
U.1954.942,PROC
U.1954.944,DEF
U.1954.945,PROC
U.1954.948,PROC
U.1954.955,PROC
U.1954.958,DEF
U.1954.962,PROC
U.1954.966,DEF
U.1954.973,PROC
U.1954.975,NO_COST
U.1954.977/2,NO_COST
U.1954.98,DEF
U.1954.992,NO_COST
U.1955.1001,PROC
U.1955.1004/1,PROC
U.1955.1017,DEF
U.1955.1027/2,DEF
U.1955.1031,PROC
U.1955.1036,DEF
U.1955.1041,PROC
U.1955.1046,PROC
U.1955.1067,DEF
U.1955.1086S,NO_COST
U.1955.1088S,NO_COST
U.1955.1089S,NO_COST
U.1955.1090S,PROC
U.1955.1091/2S,DEF
U.1955.1094S,DEF
U.1955.1096S,NO_COST
U.1955.117,PROC
U.1955.13,DEF
U.1955.133,PROC
U.1955.140,DEF
U.1955.143,PROC
U.1955.150/2,NO_COST
U.1955.152,NO_COST
U.1955.155,NO_COST
U.1955.156,PROC
U.1955.165,NO_COST
U.1955.168,DEF
U.1955.171,PROC
U.1955.174,NO_COST
U.1955.181,PROC
U.1955.188,PROC
U.1955.194,DEF
U.1955.196,DEF
U.1955.204,PROC
U.1955.208/2,DEF
U.1955.22,DEF
U.1955.221/2,PROC
U.1955.24,NO_COST
U.1955.241,PROC
U.1955.246,NO_COST
U.1955.251/2,DEF
U.1955.255,PROC
U.1955.258/1,DEF
U.1955.261/2,NO_COST
U.1955.274,PROC
U.1955.280,DEF
U.1955.283/2,PROC
U.1955.296,DEF
U.1955.3,PROC
U.1955.30,DEF
U.1955.308,PROC
U.1955.311,DEF
U.1955.314,NO_COST
U.1955.315,PROC
U.1955.317,NO_COST
U.1955.319,PROC
U.1955.324,PROC
U.1955.333,PROC
U.1955.336/3,DEF
U.1955.340,DEF
U.1955.342,PROC
U.1955.35,NO_COST
U.1955.364/2,PROC
U.1955.368,DEF
U.1955.371,DEF
U.1955.374,DEF
U.1955.380,PROC
U.1955.381,DEF
U.1955.386S,NO_COST
U.1955.389S,NO_COST
U.1955.391S,PROC
U.1955.393S,DEF
U.1955.394S,DEF
U.1955.397S,NO_COST
U.1955.400S,DEF
U.1955.401S,DEF
U.1955.405S,DEF
U.1955.406S,NO_COST
U.1955.409,PROC
U.1955.416,PROC
U.1955.42,DEF
U.1955.425,NO_COST
U.1955.430/3,DEF
U.1955.439,NO_COST
U.1955.442,DEF
U.1955.446,DEF
U.1955.450,PROC
U.1955.455,DEF
U.1955.46,PROC
U.1955.472,DEF
U.1955.478/2,PROC
U.1955.487,PROC
U.1955.491,PROC
U.1955.497,NO_COST
U.1955.501/1,DEF
U.1955.510,PROC
U.1955.513,PROC
U.1955.517,PROC
U.1955.523/2,PROC
U.1955.533,PROC
U.1955.537,PROC
U.1955.545,PROC
U.1955.547,DEF
U.1955.561,PROC
U.1955.563,NO_COST
U.1955.565,DEF
U.1955.568,DEF
U.1955.571/2,DEF
U.1955.59/2,DEF
U.1955.596,PROC
U.1955.602,PROC
U.1955.607/2,NO_COST
U.1955.612,DEF
U.1955.614,DEF
U.1955.617,NO_COST
U.1955.625/2,PROC
U.1955.632,DEF
U.1955.635/2,PROC
U.1955.644,PROC
U.1955.65,DEF
U.1955.652,PROC
U.1955.659/2,DEF
U.1955.662,PROC
U.1955.665/2,PROC
U.1955.669/2,DEF
U.1955.713S,DEF
U.1955.717S,NO_COST
U.1955.72,PROC
U.1955.721S,DEF
U.1955.722S,NO_COST
U.1955.723S,DEF
U.1955.728S,DEF
U.1955.730S,NO_COST
U.1955.733,PROC
U.1955.744,DEF
U.1955.750,DEF
U.1955.756,PROC
U.1955.76,NO_COST
U.1955.765,PROC
U.1955.78,PROC
U.1955.782/2,PROC
U.1955.802,PROC
U.1955.808,NO_COST
U.1955.81/2,DEF
U.1955.812/2,PROC
U.1955.815/2,DEF
U.1955.825,PROC
U.1955.833,DEF
U.1955.837,NO_COST
U.1955.842,NO_COST
U.1955.845,DEF
U.1955.849/2,PROC
U.1955.865,PROC
U.1955.867,DEF
U.1955.877,NO_COST
U.1955.879,NO_COST
U.1955.880,PROC
U.1955.884,NO_COST
U.1955.887,PROC
U.1955.891,PROC
U.1955.899,NO_COST
U.1955.9,DEF
U.1955.905,DEF
U.1955.912,NO_COST
U.1955.913,NO_COST
U.1955.918/2,NO_COST
U.1955.920,NO_COST
U.1955.926,DEF
U.1955.932,DEF
U.1955.937,NO_COST
U.1955.942,PROC
U.1955.945,PROC
U.1955.946/2,NO_COST
U.1955.947,NO_COST
U.1955.951,PROC
U.1955.957S,PROC
U.1955.962/1S,NO_COST
U.1955.965S,DEF
U.1955.967S,NO_COST
U.1955.980S,DEF
U.1955.988,NO_COST
U.1955.99,DEF
U.1955.998/2,PROC
U.1956.1,DEF
U.1956.10,PROC
U.1956.1000/2,DEF
U.1956.1005,PROC
U.1956.1008/1,PROC
U.1956.1008/2,DEF
U.1956.1013,DEF
U.1956.1020,PROC
U.1956.1024/2,NO_COST
U.1956.1028,NO_COST
U.1956.1033/2,NO_COST
U.1956.104,PROC
U.1956.1043,PROC
U.1956.1047/2,NO_COST
U.1956.1055,PROC
U.1956.1058,DEF
U.1956.1059,PROC
U.1956.1065,PROC
U.1956.1071,DEF
U.1956.1085,NO_COST
U.1956.1094,DEF
U.1956.1100/1,NO_COST
U.1956.1102,PROC
U.1956.1104/2,NO_COST
U.1956.111,DEF
U.1956.1110/2,PROC
U.1956.1114/2,NO_COST
U.1956.1119,DEF
U.1956.1122,PROC
U.1956.121,DEF
U.1956.124,NO_COST
U.1956.126,NO_COST
U.1956.13,PROC
U.1956.131,NO_COST
U.1956.136,DEF
U.1956.15,PROC
U.1956.150,PROC
U.1956.163,PROC
U.1956.168,PROC
U.1956.175/2,NO_COST
U.1956.185,PROC
U.1956.19,DEF
U.1956.190,PROC
U.1956.192,PROC
U.1956.194,NO_COST
U.1956.201/3,DEF
U.1956.205/2,DEF
U.1956.211,NO_COST
U.1956.224,NO_COST
U.1956.227,DEF
U.1956.237/2,PROC
U.1956.241,NO_COST
U.1956.245,NO_COST
U.1956.261,DEF
U.1956.265/3,NO_COST
U.1956.268,PROC
