word,index,count
aktivernes,713,275
aktivet,714,306
aktivitet,715,2705
aktiviteten,716,527
aktiviteter,717,5393
aktiviteterne,718,975
aktivt,719,1723
aktor,720,4111
aktors,721,861
aktuel,722,1982
aktuelle,723,5990
aktuelt,724,2736
aktør,725,303
aktører,726,791
akut,727,1423
akutte,728,527
al,729,8859
alarm,730,312
alb,731,790
albert,732,1357
alberti,733,356
albertsen,734,247
albertslund,735,589
albrechtsen,736,221
albue,737,343
albæk,738,218
aldeles,739,2330
alder,740,6882
alderen,741,1170
aldersgrænse,742,211
alderspension,743,615
alderstid,744,306
alderstidshævd,745,262
aldrig,746,20839
alen,747,2286
alene,748,79626
alens,749,231
alex,750,803
alexander,751,517
alexandra,752,202
alf,753,412
alfa,754,370
alfi,755,203
alfred,756,2656
algade,757,221
algeriet,758,223
alice,759,395
alimentation,760,240
alka,761,451
alkohol,762,3205
alkoholbevilling,763,257
alkoholistbehandling,764,338
alkoholkoncentration,765,539
alkoholkoncentrationen,766,859
alkoholmisbrug,767,634
alkoholpromille,768,465
all,769,2467
allan,770,2442
alle,771,77229
aller,772,329
allerede,773,39798
allerhøjeste,774,263
allerød,775,555
alles,776,201
alligevel,777,5187
allonge,778,452
allongen,779,342
allé,780,2099
alm,781,4792
alma,782,227
almen,783,955
almene,784,1448
almenheden,785,582
almenlejelovens,786,509
almennyttige,787,675
almennyttigt,788,381
alment,789,533
almindelig,790,14837
almindelige,791,29801
almindelighed,792,5127
almindeligt,793,7491
almindeligvis,794,811
alpha,795,741
already,796,243
als,797,496
also,798,1156
alt,799,52528
altan,800,314
altanen,801,263
altaner,802,296
altanerne,803,230
alternativ,804,1995
alternative,805,1573
alternativer,806,670
alternativet,807,419
alternativt,808,2046
altfor,809,271
altid,810,14200
altovervejende,811,520
altsaa,812,6095
altså,813,6575
aluminium,814,529
alvor,815,685
alvoren,816,235
alvorlig,817,5171
alvorlige,818,4136
alvorligere,819,241
alvorligt,820,2275
am,821,1307
amager,822,1333
amagerbanken,823,1607
amagerbankens,824,299
amagerbrogade,825,417
amagertorv,826,207
amalie,827,215
amba,828,269
ambassade,829,800
ambassaden,830,476
ambi,831,1157
ambien,832,280
ambulance,833,464
ambulancen,834,420
ambulant,835,946
ambulatorium,836,334
american,837,484
amerika,838,886
amerikanerne,839,405
amerikansk,840,1287
amerikanske,841,3516
amfetamin,842,1528
ammoniak,843,334
ammunition,844,1025
amount,845,457
amp,846,3259
amputation,847,208
amsterdam,848,492
amstrup,849,202
amt,850,5004
amter,851,314
amtet,852,3351
amtets,853,1507
amtmanden,854,317
amts,855,3915
amtskommune,856,943
amtskommunen,857,535
amtslægen,858,315
amtsraad,859,391
amtsraadet,860,587
amtsråd,861,536
amtsrådet,862,835
amtsrådets,863,324
amtsrådsforeningen,864,265
amtssygehus,865,456
amtssygehuset,866,416
amtstuen,867,242
amtsvejen,868,396
amylase,869,252
an,870,5052
analog,871,394
analogi,872,1819
analogien,873,752
analogisk,874,545
analogt,875,878
analyse,876,2280
analysen,877,654
analyser,878,925
analyseret,879,223
analysis,880,249
anbefale,881,1577
anbefalede,882,1830
anbefaler,883,587
anbefales,884,1093
anbefalet,885,2242
anbefaling,886,1080
anbefalinger,887,653
anbragt,888,12410
anbragte,889,2302
anbragtes,890,254
anbringe,891,1485
anbringelse,892,5122
anbringelsen,893,1076
anbringende,894,11314
anbringender,895,11893
anbringenderne,896,315
anbringendet,897,1119
anbringer,898,203
anbringes,899,1941
anciennitet,900,1655
and,901,19717
andel,902,11575
andele,903,1687
andelen,904,1354
andelene,905,351
andels,906,1021
andelsbanken,907,641
andelsbolig,908,436
andelsboligen,909,377
andelsboliger,910,501
andelsboligforening,911,1261
andelsboligforeningen,912,3534
andelsboligforeningens,913,1152
andelsboligforeninger,914,555
andelsboligforeningslovens,915,570
andelsforeningen,916,224
andelsforetagender,917,256
andelshaver,918,1856
andelshavere,919,2142
andelshaveren,920,204
andelshaverne,921,1498
andelshavernes,922,275
andelskronen,923,225
andelslejlighed,924,444
andelslejligheden,925,340
andelsmejeri,926,698
andelsmejeriet,927,294
andelsselskab,928,483
andelsselskabet,929,717
andelsværdien,930,392
anden,931,78208
andens,932,1097
anderledes,933,3465
anders,934,6604
andersen,935,33027
andersens,936,2796
andersson,937,445
andet,938,94802
andetsteds,939,1611
andrage,940,1200
andragende,941,1798
andragendet,942,585
andrager,943,2764
andrageren,944,606
andraget,945,928
andre,946,96463
andrea,947,249
andreas,948,2432
andreasen,949,3397
andres,950,2421
andresen,951,927
androg,952,2565
andré,953,234
ane,954,1461
anelse,955,263
anerkende,956,20150
anerkendelse,957,3473
anerkendelsen,958,261
anerkendelsespåstand,959,489
anerkendelsessøgsmål,960,273
anerkendelsesværdigt,961,435
anerkender,962,1723
anerkendes,963,3858
anerkendt,964,7258
anerkendte,965,3315
anerkendtes,966,319
anerkjendt,967,282
anette,968,994
anfald,969,887
anfordring,970,671
anfægte,971,1030
anfægtes,972,447
anfægtet,973,516
anføre,974,1268
anfører,975,4623
anføres,976,10548
anført,977,108792
anførte,978,61143
anførtes,979,2566
ang,980,686
angaa,981,511
angaaende,982,5325
angaar,983,7546
angav,984,2572
angaves,985,804
angels,986,431
angik,987,6998
angive,988,2666
angivelig,989,240
angiveligt,990,1998
angivelse,991,6554
angivelsen,992,1178
angivelser,993,1069
angivelserne,994,266
angiven,995,844
angivende,996,235
angiver,997,4108
angives,998,3312
angivet,999,16103
angivne,1000,12010
angreb,1001,2199
angrebet,1002,1483
angrebne,1003,239
angst,1004,954
angå,1005,1094
angående,1006,5503
angået,1007,204
angår,1008,40300
anholde,1009,287
anholdelse,1010,1750
anholdelsen,1011,1569
anholdt,1012,3560
anholdte,1013,1481
anholdtes,1014,217
anja,1015,238
anke,1016,28347
ankede,1017,2545
ankedom,1018,1246
ankefristen,1019,523
ankefristens,1020,694
ankemeddelelse,1021,652
ankemeddelelsen,1022,704
anken,1023,4668
ankenævn,1024,554
ankenævnet,1025,4547
ankenævnets,1026,1385
anker,1027,2760
ankeret,1028,264
ankes,1029,508
ankesag,1030,906
ankesagen,1031,2868
ankesagens,1032,798
ankestyrelse,1033,1381
ankestyrelsen,1034,6383
ankestyrelsens,1035,2370
ankestævning,1036,908
ankestævningen,1037,809
anket,1038,7362
anketilladelse,1039,335
anklage,1040,212
anklagemyndighed,1041,377
anklagemyndigheden,1042,36583
anklagemyndighedens,1043,6107
anklagen,1044,425
anklager,1045,556
anklageren,1046,2730
anklagerens,1047,208
anklageskrift,1048,6137
anklageskriftet,1049,8414
anklageskriftets,1050,2033
ankom,1051,3494
ankommer,1052,267
ankommet,1053,772
ankomne,1054,284
ankomst,1055,2493
ankomsten,1056,1653
anlagde,1057,6181
anlagt,1058,20357
anlagte,1059,4869
anledning,1060,50198
anledningen,1061,539
anliggende,1062,375
anliggender,1063,1187
anlæg,1064,19228
anlæget,1065,1494
anlægets,1066,224
anlægge,1067,3773
anlæggelse,1068,953
anlæggelsen,1069,316
anlæggene,1070,275
anlægger,1071,292
anlægges,1072,2297
anlægget,1073,4252
anlæggets,1074,613
anlægs,1075,271
anlægsaktiver,1076,347
anlægsarbejder,1077,327
anlægsbidrag,1078,205
anlægsudgifter,1079,270
anlægsvirksomhed,1080,291
anløb,1081,354
anmelde,1082,1672
anmeldelse,1083,7741
anmeldelsen,1084,3296
anmeldelser,1085,796
anmeldelserne,1086,220
anmelder,1087,724
anmelderen,1088,3060
anmelderens,1089,974
anmelderne,1090,713
anmeldernes,1091,220
anmeldes,1092,897
anmeldt,1093,6421
anmeldte,1094,6419
anmeldtes,1095,404
anmode,1096,2917
anmodede,1097,12168
anmodedes,1098,205
anmoder,1099,1725
anmodes,1100,2446
anmodet,1101,8442
anmodning,1102,16647
anmodningen,1103,4720
anmodninger,1104,846
anmærkning,1105,492
anmærkninger,1106,212
anmærkningsfrit,1107,270
ann,1108,568
anna,1109,2922
anne,1110,4976
annelise,1111,312
annette,1112,1275
anni,1113,443
annie,1114,202
anno,1115,419
annonce,1116,2017
annoncen,1117,1696
annoncer,1118,2150
annoncere,1119,218
annoncerede,1120,383
annonceret,1121,624
annoncering,1122,1390
annonceringen,1123,386
annoncerne,1124,591
annoncøren,1125,216
annoncører,1126,370
annoncørerne,1127,204
annullation,1128,796
annullationen,1129,309
annullere,1130,1272
annullerede,1131,586
annulleres,1132,510
annulleret,1133,1186
annullering,1134,234
annæ,1135,330
anonym,1136,280
anonyme,1137,470
anonymiseret,1138,240
anordnede,1139,219
anordnet,1140,231
anordning,1141,1154
anordningen,1142,237
another,1143,222
anpart,1144,1928
anparten,1145,234
anparter,1146,2811
anparterne,1147,2338
anpartshaver,1148,394
anpartshavere,1149,329
anpartshaverne,1150,302
anpartskapital,1151,217
anpartskapitalen,1152,383
anpartsselskab,1153,1463
anpartsselskaber,1154,394
anpartsselskabet,1155,2072
anpartsselskabets,1156,492
anpartsselskabslovens,1157,565
ansaa,1158,1499
ansaas,1159,2143
ansat,1160,38018
ansatte,1161,16408
ansattes,1162,1881
anse,1163,14135
ansees,1164,521
anser,1165,4505
anses,1166,84309
anset,1167,16914
ansete,1168,432
ansigt,1169,661
ansigtet,1170,2943
anskaffe,1171,478
anskaffede,1172,393
anskaffelse,1173,807
anskaffelsen,1174,359
anskaffelsessum,1175,1069
anskaffelsessummen,1176,1028
anskaffet,1177,1092
anskuelse,1178,340
anslaaet,1179,510
anslog,1180,396
anslå,1181,651
anslåede,1182,762
anslået,1183,2239
anslår,1184,405
anslås,1185,547
anstalt,1186,532
anstalten,1187,1216
anstaltens,1188,407
anstand,1189,462
anstille,1190,239
anstrengt,1191,289
ansvar,1192,21365
ansvaret,1193,8278
ansvarlig,1194,13040
ansvarlige,1195,4328
ansvarligt,1196,645
ansvars,1197,284
ansvarsbegrænsning,1198,377
ansvarsbegrænsningen,1199,236
ansvarsfordeling,1200,207
ansvarsforsikrer,1201,481
ansvarsforsikret,1202,286
ansvarsforsikring,1203,1515
ansvarsforsikringen,1204,267
ansvarsforsikringsselskab,1205,774
ansvarsfraskrivelse,1206,253
ansvarsfri,1207,265
ansvarsfrihed,1208,443
ansvarsgrundlag,1209,1258
ansvarsgrundlaget,1210,490
ansvarshavende,1211,681
ansvarsområde,1212,332
ansvarspådragende,1213,5430
anså,1214,3829
ansås,1215,4046
ansætte,1216,2173
ansættelse,1217,14257
ansættelsen,1218,5653
ansættelser,1219,1334
ansættelserne,1220,440
ansættelses,1221,217
ansættelsesaftale,1222,672
ansættelsesaftalen,1223,705
ansættelsesbevis,1224,933
ansættelsesbeviser,1225,287
ansættelsesbeviset,1226,326
ansættelsesbevisloven,1227,493
ansættelsesbevislovens,1228,337
ansættelsesbrev,1229,459
ansættelsesbrevet,1230,401
ansættelsesforhold,1231,3527
ansættelsesforholdet,1232,3264
ansættelsesforholdets,1233,453
ansættelseskontrakt,1234,1367
ansættelseskontrakten,1235,1018
ansættelseskontraktens,1236,206
ansættelseskontrakter,1237,294
ansættelsesområde,1238,309
ansættelsesperiode,1239,221
ansættelsesperioden,1240,262
ansættelsesretlige,1241,264
ansættelsessamtalen,1242,236
ansættelsestid,1243,232
ansættelsesvilkår,1244,1014
ansættelsesvilkårene,1245,298
ansætter,1246,504
ansættes,1247,4604
ansøge,1248,390
ansøger,1249,1241
ansøgere,1250,681
ansøgeren,1251,2488
ansøgerens,1252,683
ansøgerne,1253,332
ansøgers,1254,245
ansøgning,1255,8427
ansøgningen,1256,4128
ansøgninger,1257,1494
ansøgningerne,1258,300
ansøgningstidspunktet,1259,283
ansøgt,1260,1189
ansøgte,1261,3047
antage,1262,13782
antagelig,1263,2343
antageliggjort,1264,241
antageligt,1265,703
antagelse,1266,2381
antagelsen,1267,590
antagelser,1268,222
antagen,1269,380
antager,1270,1057
antages,1271,55003
antaget,1272,12757
antagne,1273,1474
antal,1274,13178
antallet,1275,5569
anthon,1276,254
anti,1277,308
antioxidanter,1278,240
antipsykotisk,1279,306
antog,1280,2238
antoges,1281,3910
anton,1282,1386
antropologisk,1283,251
antropologiske,1284,229
antruffet,1285,257
antwerpen,1286,343
antyder,1287,232
antydet,1288,409
antydning,1289,208
antændelse,1290,319
antændt,1291,422
antændte,1292,266
anvende,1293,11980
anvendelig,1294,2088
anvendelige,1295,777
anvendelighed,1296,282
anvendeligt,1297,271
anvendelse,1298,39314
anvendelsen,1299,6397
anvendelsesområde,1300,1405
anvendelsesområdet,1301,694
anvender,1302,3524
anvendes,1303,20483
anvendt,1304,20313
anvendte,1305,9835
anvendtes,1306,1265
anvise,1307,839
anviser,1308,237
anvises,1309,292
anvisning,1310,2130
anvisningen,1311,309
anvisninger,1312,1520
anvisningerne,1313,202
anvist,1314,1649
anviste,1315,1128
any,1316,2401
ao,1317,383
aof,1318,549
ap,1319,799
apostoli,1320,650
apotek,1321,325
apoteker,1322,725
apotekerne,1323,361
apoteket,1324,337
app,1325,220
apparat,1326,911
apparater,1327,915
apparaterne,1328,258
apparatet,1329,964
appeal,1330,252
appel,1331,1172
appelindstævnte,1332,5663
appelindstævntes,1333,1172
appellabilis,1334,408
appellant,1335,285
appellanten,1336,82782
appellantens,1337,18257
appellanterne,1338,14810
appellanternes,1339,3405
appellantinden,1340,5372
appellantindens,1341,1307
appellerende,1342,325
appelleret,1343,407
applicable,1344,211
applicant,1345,796
application,1346,382
approbation,1347,400
approberet,1348,242
april,1349,104082
apropos,1350,276
aps,1351,46833
aq,1352,224
aqua,1353,321
ar,1354,901
arabisk,1355,415
arabiske,1356,230
arbejde,1357,58000
arbejdede,1358,8356
arbejdende,1359,316
arbejder,1360,11414
arbejdere,1361,2077
arbejderne,1362,1839
arbejdernes,1363,1351
arbejdes,1364,730
arbejdet,1365,27708
arbejdets,1366,3559
arbejds,1367,788
arbejdsdag,1368,760
arbejdsdage,1369,792
